"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"CC","COLOMBIA","M","01/18/2001","20,201","SB11202010074600","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"088831","325899001555","COLEGIO TRIÁNGULO","MIXTO","NO OFICIAL","A","N","ACADÉMICO","325,899,001,555","COLEGIO TRIÁNGULO - SEDE PRINCIPAL","S","URBANO","MAÑANA","25899","ZIPAQUIRÁ","25","CUNDINAMARCA","N","25899","ZIPAQUIRÁ","CUNDINAMARCA","25","40","7","2","42","13","2","41","13","2","40","17","1","39","10","A-","203","10","PUBLICAR","NO"
"CC","COLOMBIA","M","01/18/2001","20,201","SB11202010074668","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"177618","352356001951","INSTITUTO DE EDUCACIÓN TECNICA INESUR","MIXTO","NO OFICIAL","A",,,"352,356,001,951","INSTITUTO DE EDUCACIÓN TECNICA INESUR - SEDE PRINCIPAL","S","URBANO","SABATINA","52356","IPIALES","52","NARIÑO","N","52356","IPIALES","NARIÑO","52","44","11","2","49","23","2","37","8","1","39","15","1","42","13","A-","211","13","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","02/18/2000","20,201","SB11202010069580","ESTUDIANTE","COLOMBIA","No","PUTUMAYO","86","MOCOA","86,001","Estrato 2","3 a 4","Dos","Técnica o tecnológica completa","Técnica o tecnológica completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","Si","Si","No","No","No","No","No","No","0 A 10 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Peor","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","No","155739","386001003939","NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO","MIXTO","NO OFICIAL","A",,"TÉCNICO/ACADÉMICO","386,001,003,939","NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO - SEDE PRINCIPAL","S","URBANO","SABATINA","86001","MOCOA","86","PUTUMAYO","N","86001","MOCOA","PUTUMAYO","86","49","20","2","43","14","2","40","13","1","40","17","1","44","15","A-","215","14","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","03/18/2000","20,201","SB11202010037031","ESTUDIANTE","COLOMBIA","No","HUILA","41","PITALITO","41,551","Estrato 2","3 a 4","Dos","Primaria completa","Secundaria (Bachillerato) incompleta","Pensionado","No aplica","Si","Si","Si","Si","No","No","Si","No","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","Más de 2 horas","Más de 3 horas","0","No","106625","311001105944","BACHILLERATO DE ADULTOS UNAD","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,944","BTO DE ADULTOS UNAD","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","41001","NEIVA","HUILA","41","58","43","3","51","27","3","50","31","2","51","38","2","51","24","A1","262","33","PUBLICAR","NO"
"CC","COLOMBIA","M","03/18/2000","20,201","SB11202010053442","ESTUDIANTE","COLOMBIA","No","META","50","VILLAVICENCIO","50,001","Estrato 3","1 a 2","Dos","No sabe","Técnica o tecnológica completa","No sabe","Trabaja en el hogar, no trabaja o estudia","Si","No","Si","Si","No","No","Si","Si","0 A 10 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","1 o 2 veces por semana","Igual","No leo por entretenimiento","Entre 30 y 60 minutos","0","No","135939","350001007077","IE LICEO GENERAL DE COLOMBIA","MIXTO","NO OFICIAL","A","N","ACADÉMICO","350,001,007,077","IE LICEO GENERAL DE COLOMBIA - SEDE PRINCIPAL","S","URBANO","SABATINA","50001","VILLAVICENCIO","50","META","N","50001","VILLAVICENCIO","META","50","47","16","2","41","12","2","51","34","2","33","7","1","43","14","A-","215","14","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","03/18/2000","20,201","SB11202010069793","ESTUDIANTE","COLOMBIA","No","SANTANDER","68","BUCARAMANGA","68,001","Estrato 4","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Pensionado","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","Si","0 A 10 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","0","No","660696","368001006441","COL ORIENTAL SIGLO XXI","MIXTO","NO OFICIAL","A","N","ACADÉMICO","368,001,006,441","COL ORIENTAL SIGLO XXI","S","URBANO","SABATINA","68001","BUCARAMANGA","68","SANTANDER","N","68001","BUCARAMANGA","SANTANDER","68","27","1","1","30","3","1","33","4","1","32","6","1","33","5","A-","153","1","PUBLICAR","NO"
"CC","COLOMBIA","M","03/18/2001","20,201","SB11202010069927","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","SOPÓ","25,758","Estrato 6","5 a 6","Cuatro","Educación profesional completa","Técnica o tecnológica completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","No aplica","Si","Si","Si","Si","Si","Si","Si","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Más de 3 horas","0","No","721571","325758800012","COLEGIO SAN FELIPE DE LA SABANA","MIXTO","NO OFICIAL","A",,,"325,758,800,012","COLEGIO SAN FELIPE DE LA SABANA","S","URBANO","SABATINA","25758","SOPÓ","25","CUNDINAMARCA","N","25899","ZIPAQUIRÁ","CUNDINAMARCA","25","57","38","3","54","35","3","57","50","3","56","49","3","76","70","B1","288","46","PUBLICAR","NO"
"CC","COLOMBIA","M","03/18/2001","20,201","SB11202010070108","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No aplica","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","No","Si","No","0 A 10 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","Nunca o rara vez comemos eso","Mejor","30 minutos o menos","Más de 3 horas","0","No","195040","311001106606","COL BRITANICO SEDE KENNEDY","MIXTO","NO OFICIAL","A",,"ACADÉMICO","311,001,106,606","COL BRITANICO SEDE KENNEDY","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","44","11","2","49","24","2","41","14","2","37","11","1","44","15","A-","214","14","PUBLICAR","NO"
"CC","COLOMBIA","M","03/18/2001","20,201","SB11202010070500","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001","Estrato 4","3 a 4","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","No aplica","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","No","No","Si","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 21 y 30 horas","Si, en efectivo","095869","305001022682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","MIXTO","NO OFICIAL","OTRO","N","ACADÉMICO","305,001,022,682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","S","URBANO","MAÑANA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","69","80","4","59","48","3","37","8","1","59","55","3","67","51","A2","284","44","PUBLICAR","NO"
"CC","COLOMBIA","M","03/18/2001","20,201","SB11202010074463","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111443","376111032580","C. E. FORMAL DISCENTER S","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,111,032,580","C. E. FORMAL DISCENTER S - SEDE PRINCIPAL","S","URBANO","NOCHE","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","51","25","3","49","25","2","52","37","2","44","24","2","49","22","A1","245","25","PUBLICAR","NO"
"CC","COLOMBIA","M","04/18/1996","20,201","SB11202010070474","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001",,,,,,,,,,,,,,,,,,,,,,,,,"095869","305001022682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","MIXTO","NO OFICIAL","OTRO","N","ACADÉMICO","305,001,022,682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","S","URBANO","MAÑANA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","53","29","3","57","41","3","48","28","2","58","55","3","41","12","A-","265","34","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","04/18/1998","20,201","SB11202010070105","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","5 a 6","Cinco","Técnica o tecnológica completa","Técnica o tecnológica completa","Es vendedor o trabaja en atención al público","Es vendedor o trabaja en atención al público","Si","Si","Si","Si","No","No","No","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","30 minutos o menos","Entre 1 y 3 horas","Entre 21 y 30 horas","Si, en efectivo","074518","311001091587","COL TRIANGULO PALOQUEMAO","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,091,587","COL TRIANGULO PALOQUEMAO","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","39","6","2","39","10","2","32","3","1","34","8","1","32","4","A-","178","4","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","05/18/0001","20,201","SB11202010008891","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","11 A 25 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 30 y 60 minutos","0","No","055657","376001022300","COLEGIO LUIS HORACIO GOMEZ","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,022,300","COLEGIO LUIS HORACIO GOMEZ","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","58","43","3","68","74","3","65","72","3","49","34","2","55","31","A1","298","52","PUBLICAR","NO"
"CC","COLOMBIA","M","05/18/1994","20,201","SB11202010057275","ESTUDIANTE","COLOMBIA","No","CESAR","20","AGUACHICA","20,011",,"5 a 6","Seis o mas",,,"No aplica","Es vendedor o trabaja en atención al público",,,"No","No","No","No","No","No",,,,,"Igual",,,"Entre 21 y 30 horas","No","143503","320011023813","COLEGIO PARA LA REINTEGRACION INTELECTUAL DEL ORIENTE ""CORPORIENTE""","MIXTO","NO OFICIAL","A",,"ACADÉMICO","320,011,023,813","COLEGIO PARA LA REINTEGRACION INTELECTUAL DEL ORIENTE ""CORPORIENTE"" - SEDE PRINCIPAL","S","URBANO","SABATINA","20011","AGUACHICA","20","CESAR","N","20011","AGUACHICA","CESAR","20","43","10","2","47","20","2","30","2","1","25","1","1","41","11","A-","183","5","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","07/18/2001","20,201","SB11202010027748","ESTUDIANTE","COLOMBIA","No","VALLE","76","JAMUNDÍ","76,364","Estrato 6","3 a 4","Cinco","No Aplica","Secundaria (Bachillerato) incompleta","No aplica","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","178202","376364002475","ALAS COLEGIO","MIXTO","NO OFICIAL","B",,"ACADÉMICO","376,364,002,475","ALAS COLEGIO  - SEDE PRINCIPAL","S","URBANO","COMPLETA","76364","JAMUNDÍ","76","VALLE","N","76001","CALI","VALLE","76","48","19","2","53","32","3","46","22","2","40","16","1","52","26","A1","236","21","PUBLICAR","NO"
"CC","COLOMBIA","M","05/18/1995","20,201","SB11202010070875","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","9 o más","Uno",,,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Si","No","No","Si","No","No","No","No","0 A 10 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","30 minutos o menos","Entre 11 y 20 horas","Si, en efectivo","088575","311001047723","COL CENT DE PROMOCION SAN JOSE","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,047,723","COL CENT DE PROMOCION SAN JOSE","S","URBANO","SABATINA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","42","9","2","35","6","1","39","11","1","37","13","1","34","5","A-","190","7","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","05/18/2000","20,201","SB11202010029157","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001",,"5 a 6","Dos",,,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",,,"Si","Si","No","No","Si","Si",,,,,"Peor",,,"0","No","114694","376001043234","TERRA INSTITUTO","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,043,234","TERRA INSTITUTI - SEDE PRINCIPAL","S","URBANO","NOCHE","76001","CALI","76","VALLE","N","88001","SAN ANDRÉS","SAN ANDRES","88","58","41","3","53","32","3","39","10","1","40","16","1","51","25","A1","239","23","PUBLICAR","NO"
"CC","COLOMBIA","M","05/18/2000","20,201","SB11202010038591","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","1 a 2","Uno","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No sabe","Es vendedor o trabaja en atención al público","No","No","No","No","No","No","No","No","0 A 10 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 21 y 30 horas","Si, en efectivo","119768","376001041509","COL LOS ANDES N 2","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,041,509","COLEGIO LOS ANDES N 2","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","63","58","3","0","1","1","38","10","1","57","52","3","70","54","B1","209","12","PUBLICAR","NO"
"CC","COLOMBIA","M","06/18/1981","20,201","SB11202010070040","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","1 a 2","Tres","Ninguno","Ninguno","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","Si","Si","Si","No","No","No","0 A 10 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","Más de 30 horas","Si, en efectivo","721647","311001093962","ACAD AMERICANA DE SISTEMAS Y COMERCIO","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,093,962","ACAD AMERICANA DE SISTEMAS Y COMERCIO","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","05001","MEDELLÍN","ANTIOQUIA","05","33","2","1","37","8","2","38","9","1","36","11","1","57","34","A1","188","6","PUBLICAR","NO"
"CC","COLOMBIA","M","06/18/2000","20,201","SB11202010073390","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520","Estrato 3","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","No sabe","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","No","Si","No","0 A 10 LIBROS","Nunca o rara vez comemos eso","1 o 2 veces por semana","3 a 5 veces por semana","Peor","No leo por entretenimiento","Entre 1 y 3 horas","Entre 11 y 20 horas","No","715987","376520800085","CORPORACION NACIONAL DE ESTUDIOS","MIXTO","NO OFICIAL","B",,,"376,520,800,085","CORPORACION NACIONAL DE ESTUDIOS - SEDE PRINCIPAL","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","49","20","2","53","31","3","49","29","2","46","28","2","42","13","A-","243","24","PUBLICAR","NO"
"CC","COLOMBIA","M","06/18/2001","20,201","SB11202010071652","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","5 a 6","Cuatro","Primaria completa","Primaria completa","Es vendedor o trabaja en atención al público","No aplica","Si","Si","Si","Si","No","Si","No","No","26 A 100 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","Si, en efectivo","663138","373268001795","INSTITUTO DE EDUCACION PARA JOVENES Y ADULTOS  GENESIS","MIXTO","NO OFICIAL","A",,,"373,268,001,795","INSTITUTO DE EDUCACION PARA JOVENES Y ADULTOS  GENESIS  - SEDE PRINCIPAL","S","URBANO","SABATINA","73268","ESPINAL","73","TOLIMA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","34","2","1","31","3","1","37","8","1","30","4","1","36","7","A-","166","2","PUBLICAR","NO"
"CC","COLOMBIA","M","06/18/2001","20,201","SB11202010073535","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","5 a 6","Cuatro","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Más de 3 horas","0","No","106625","311001105944","BACHILLERATO DE ADULTOS UNAD","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,944","BTO DE ADULTOS UNAD","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","54","31","3","54","35","3","45","22","2","66","74","3","79","78","B+","283","43","PUBLICAR","NO"
"CC","COLOMBIA","M","07/18/0001","20,201","SB11202010005178","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","LA CALERA","25,377","Sin Estrato","3 a 4","Tres","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","043562","425758800009","COL CAMPOALEGRE LTDA","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,758,800,009","COLEGIO CAMPOALEGRE","S","RURAL","COMPLETA","25758","SOPÓ","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","73","89","4","75","92","4","76","97","4","80","99","4","84","90","B+","383","97","PUBLICAR","NO"
"CC","COLOMBIA","M","07/18/1992","20,201","SB11202010069680","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","LA CEJA","5,376","Estrato 2","5 a 6","Cuatro","Primaria completa","Primaria incompleta","Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","No","Si","No","0 A 10 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","Todos o casi todos los días","Mejor","30 minutos o menos","30 minutos o menos","Más de 30 horas","Si, en efectivo","107144","311001105448","CENT DE EDUC DE ADULTOS CULTURAL","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,448","CENT DE EDUC DE ADULTOS CULTURAL - SEDE PRINCIPAL","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","05615","RIONEGRO","ANTIOQUIA","05","48","18","2","35","6","1","43","18","2","39","15","1","24","1","A-","200","9","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","07/18/1997","20,201","SB11202010070648","ESTUDIANTE","COLOMBIA","Si","CAUCA","19","POPAYÁN","19,001","Estrato 4","5 a 6","Tres","Primaria completa",,"No sabe","Trabaja en el hogar, no trabaja o estudia","Si","Si","No","Si","Si","No","Si","No","0 A 10 LIBROS","Nunca o rara vez comemos eso","3 a 5 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","Entre 21 y 30 horas","Si, en efectivo","135301","319001004669","COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO","MIXTO","NO OFICIAL","OTRO",,"ACADÉMICO","319,001,004,669","COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO - SEDE PRINCIPAL","S","URBANO","MAÑANA","19001","POPAYÁN","19","CAUCA","N","19001","POPAYÁN","CAUCA","19","56","36","3","35","6","1","44","19","2","52","40","2","46","19","A-","233","20","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","M","07/18/2001","20,201","SB11202010070690","ESTUDIANTE","COLOMBIA","No","CESAR","20","AGUACHICA","20,011","Estrato 1","3 a 4","Dos","Técnica o tecnológica completa","Primaria incompleta","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia","No","No","No","Si","No","No","No","No","26 A 100 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","Nunca o rara vez comemos eso","Peor","Entre 30 y 60 minutos","Entre 1 y 3 horas","Más de 30 horas","No","143503","320011023813","COLEGIO PARA LA REINTEGRACION INTELECTUAL DEL ORIENTE ""CORPORIENTE""","MIXTO","NO OFICIAL","A",,"ACADÉMICO","320,011,023,813","COLEGIO PARA LA REINTEGRACION INTELECTUAL DEL ORIENTE ""CORPORIENTE"" - SEDE PRINCIPAL","S","URBANO","SABATINA","20011","AGUACHICA","20","CESAR","N","20011","AGUACHICA","CESAR","20","51","24","3","48","22","2","49","29","2","30","4","1","24","1","A-","215","14","PUBLICAR","NO"
"CC","COLOMBIA","M","07/18/2001","20,201","SB11202010071715","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","7 a 8","Tres","Educación profesional incompleta","Técnica o tecnológica completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Entre 1 y 3 horas","Menos de 10 horas","Si, en efectivo","195057","311001104786","COL BRITANICO SEDE TUNJUELITO","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,104,786","COL BRITANICO SEDE TUNJUELITO","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","54","30","3","57","43","3","51","35","2","58","53","3","53","28","A1","274","39","PUBLICAR","NO"
